text,humor
Scott Kelly and Mikhail Kornienko - spacemen returned to Earth:  ,True
Facebook executive jailed in Brazil set to be released:  ,True
"U.N. approves harsh new sanctions on North Korea drafted by U.S., China ",True
British military rapped over deaths of three soldiers on exercise ,True
Gloom deepens over Ukraine peace deal before Paris meeting ,True
Italy may recall student murder probe team from Egypt over lack of cooperation: judicial source ,True
18 killed in car bomb against Syrian insurgents in southern province Quneitra: monitor ,True
Netanyahu seeks to expel families of Palestinian attackers:  ,True
Possible debris from Malaysia flight MH370 found near Mozambique: NBC ,True
U.S. plans naval exercises with India and Japan in Philippine Sea ,True
South Korea demands more sanctions on 'serial offender' North:  ,True
Germany takes on Facebook in first-ever competition probe -  ,True
"Germany calls on EU to help Greece, urges Athens to protect border:  ",True
Palestinians turn to makeshift guns in escalation of street violence ,True
Russian prosecutor demands 23 years in jail for female Ukrainian pilot ,True
"Osama bin Laden wrote a letter calling on the US to fight ""catastrophic"" climate change:  ",True
Indian student held on sedition charge bailed after free-speech protests ,True
Briton guilty of raping women he met via  ,True
UPDATE: Tsunami warning lifted following major earthquake off Indonesia 's Sumatra island TVRI says quoting meteorolgical agency official,True
EU launches emergency refugee aid scheme for Greece:  ,True
Pakistani man kills sisters in suspected honor killing ,True
Spanish parties dismiss Socialists' 'unreal' bid to govern:  ,True
"In Islamic State battle, Cairo struggles to rally Sinai tribes ",True
UPDATE: Major 7.9 magnitude quake strikes southwest of Indonesia - USGS - ,True
Major 7.9 magnitude quake strikes southwest of Indonesia: USGS. ,True
UPDATE: Indonesia issues tsunami warning after big Sumatra quake ,True
Irish PM says open to talks with main rival ,True
Major 8.1 magnitude quake strikes southwest of Indonesia: USGS ,True
"UPDATE: Indonesia National Meterological agency -  issues early tsunami warning in West Sumatra, North Sumatra, Aceh ",True
Moody's cuts China outlook to negative:  ,True
"U.S. targets Islamic State with 21 strikes in Iraq, Syria: statement ",True
Major 8.2 magnitude quake strikes southwest of Indonesia: USGS. ,True
German court throws out objections by far-right NPD in ban case ,True
"Platini appeals FIFA ban, tribunal says:  ",True
Irish PM seeks to form new government:  ,True
"Anti-immigrant 'Soldiers of Odin' expand from Finland to Nordics, Baltics:  ",True
North Korea says nuclear deterrent not aimed at South ,True
South Africa's finance minister Gordhan says unable to meet deadline to answer police questions ,True
Record-breaking South Korea filibuster over 'terror' law ends on ninth day ,True
Airports say Schengen collapse would force costly terminal redesigns ,True
43 Kurdish YPG fighters killed in Syria in battle with Islamic State ,True
Taliban claim blast that killed two Pakistani staff of U.S. consulate ,True
A year in space: Scott Kelly and Mikhail Kornienko return to Earth -  ,True
South Korea minister calls for tough sanctions on North ,True
Turkey says offers to sign migrant readmission agreements with 14 countries ,True
Pope says Church does not want 'dirty money' ,True
Syrian govt forces open new battle with rebels in northwest ,True
Turkey says has hit only Islamic State targets since ceasefire started ,True
Syrian opposition says peace talks date remains 'hypothetical': Arabiya al-Hadath TV ,True
Bin Laden called for Americans to rise up over climate change:  ,True
"Release of jailed Turkish journalists is 'defeat' for Erdogan, Dundar says ",True
Global stocks rally as global slowdown fears fade:  ,True
Gulf Arab states designate Hezbollah a terrorist organization: statement ,True
Spain's Rajoy dismisses Socialists' 'unreal' bid to govern ,True
Australia softens sanctions against Iran  ,True
U.S. forces capture Islamic State operative in Iraq: NYT ,True
"Asia stocks rise as risk appetite returns, data boost:  ",True
New coalition commander inherits raging war in Afghanistan ,True
Jordanian forces kill 7 Islamist militants in Irbid: security source ,True
Uzbek woman says in court 'Allah ordered' her to sever child's head ,True
"Explosions, gunfire heard near Indian consulate in Afghan city ",True
One Chinese worker killed in Laos 'militant' attack: Xinhua ,True
Texas abortion case goes before shorthanded U.S. Supreme Court  ,True
Two Palestinian teens shot dead after attacking Israeli in West Bank ,True
Thai junta's intimidation of academics reveals insecurity: rights group ,True
U.S. turns to Broadway to promote gay rights at United Nations ,True
Hunger soars in CAR as nearly 2.5 million face food shortages ,True
Most nations in Americas have laws that can suppress journalism: report ,True
Haiti interim president: Election body to decide if vote deadline viable  ,True
Five murdered youth in Mexico confused for cartel members ,True
"Jamaican opposition wins one seat margin, new PM seen this week  ",True
Catholic Church abuse victims call for meeting with Pope  ,True
Filipino fishermen say China blocking access to South China Sea atoll: media ,True
"Many indigenous people lack title to land where they live, research shows ",True
"Stuck in limbo, Mauritania's Syrian refugees dream of the West ",True
Chongqing blazes economic trail as Bo scandal recedes ,True
Top Vatican cardinal says never raised abuse concerns with superiors ,True
China's militarization of South China Sea will have consequences: U.S. ,True
Newly released bin Laden letter calls on Americans to help Obama fight climate change:  ,True
"Hezbollah criticizes Saudi Arabia, sees new chapter of struggle in Lebanon ",True
Metallurgical company CEO arrested for exports to Iran: U.S. Justice Department ,True
Jordanian security clash with suspected Islamist militants in Irbid ,True
Turkey's Erdogan offers to help West Africa fight terrorism ,True
Irish PM says will attempt to form new government ,True
Guatemala sex slave victims seek $3 million in damages in historic wartime rape trial ,True
Prominent Saudi cleric on Islamic State hit list is injured in Philippines shooting: ,True
Rival of Uganda's Museveni challenges presidential poll result ,True
"Living in filth, Greece's migrants battle hunger and cold:  ",True
Now or never: Trump's 'wall' talk sparks migrant rush on U.S.-Mexico border:  ,True
"Another blast at Severstal's mine in Arctic, no one hurt: reports ",True
Executives of Brazil's No. 2 building company say it paid Rousseff campaign suppliers: paper ,True
U.N. will restart Syria peace talks on March 9. More here:  ,True
"Billionaire Mikhelson is now Russia's richest man, says Forbes:  ",True
U.N. delays vote on tough new North Korea sanctions at Russia's request:  ,True
China is to lay off five to six million workers. Find out more:  ,True
Tent city on Greek border grows as migrant stalemate persists ,True
EU to call for emergency humanitarian aid to Greece:  ,True
"U.S. student confesses to ""severe crimes"" in North Korea. More:  ",True
Billionaire Mikhelson becomes Russia's richest man: Forbes ,True
Prominent Saudi cleric injured in Philippines shooting ,True
German court starts hearings in bid to ban far-right NPD party ,True
Elections gains unlikely to shift Iran power balance fast ,True
"Guatemala police says to extradite former soccer chief Brayan Jimenez implicated in FIFA corruption scandal, to U.S.",True
"In latest cache of declassified documents, bin Laden fears tracking chip in wife's tooth:  ",True
Israel says Syrian government used chemical weapons during truce ,True
South Africa's Zuma defeats no-confidence vote over economy ,True
Iraqi forces try to cut Islamic State supply lines in western desert ,True
Next round of Syria peace talks to begin on March 9: U.N. -  ,True
Nobel Peace Prize shatters record for nominees for 2016 ,True
New bin Laden documents reveal al Qaeda's worries:  ,True
European rights body says worried by hate speech in Georgia ,True
Austria plans ad campaign to deter Afghans from seeking asylum ,True
New bin Laden documents reveal strains of managing al Qaeda's external networks:  ,True
"In newly declassified letter, bin Laden asks his father for forgiveness:  ",True
"U.N. may delay Syria talks, says U.S., Russia must guarantee truce ",True
"U.S.'s Kerry says two local employees, soldiers, killed in Pakistan blast ",True
No serious safety breaches at Russian coal mine where 36 died: agencies ,True
Northern Ireland murder case over 1998 Omagh bombing collapses ,True
"U.N. council to vote on North Korea sanctions text agreed by U.S., China ",True
"Documents show Bin Laden's wishes for $29 million of his funds, possessions after his death:  ",True
Infantino begins search for non-European chief exec:  ,True
Argentina's Macri faces first test in Congress with creditors deal ,True
"Hong Kong bookseller denies kidnapped by China, says to renounce UK citizenship:  ",True
"New bin Laden documents show a suspicious, pressured al Qaeda:  ",True
"Anti-torture committee warns Greece on over-crowded prisons, police violence ",True
Turkey closes media outlets seized from Gulen-linked owner ,True
Tunisia backs plan to host German troops to train Libyan army ,True
Cameron's morning after: how Brexit divorce gets messy ,True
Afghan troops pull out of more posts in volatile south ,True
"Assad backs Syria truce, accuses opposition of violations ",True
Turkey's top judge defends court independence after Erdogan criticism ,True
"Slovakia's Fico set for election win, reinforcing central Europe's EU dissenters ",True
"China to lay off 5-6 million workers, earmarks at least $23 bln -  ",True
"Some EU migrants can be told where to live, top court rules ",True
Spain's Socialist leader gears up for unlikely leadership bid ,True
Central African constitutional court confirms Touadera elected president ,True
Indian forces kill eight Maoist rebels in gunbattle ,True
"Mali rebel destroyed ancient Timbuktu shrines, ICC told ",True
"U.N. chief, Lavrov uphold Syria agreement, call for talks ",True
Basque militant separatist released from Spanish jail ,True
Lavrov calls for new pact against chemical warfare by Islamic State ,True
Europe on cusp of self-induced humanitarian crisis: UNHCR ,True
Bomb kills at least five Somali soldiers outside Mogadishu ,True
Mexico says 11 pregnant women infected with Zika ,True
Senior Iraqi army officer killed in Haditha attack ,True
Oil traders beware: El Niño may distort U.S. shale output picture:  ,True
Italian killed in Egypt was interrogated for days: forensics expert ,True
"From Brussels-bashing to Brexit, ambivalent Boris bets against EU ",True
Executed Pakistani praised as hero of Islam for supporting blasphemy law ,True
More than $1 billion was transferred into Malaysia PM's accounts: WSJ  ,True
Saudi says to work with oil producers to limit market volatility:  ,True
UK to send troops to Tunisia to help stop ISIS crossing Libyan border:  ,True
"OPEC watching Iran, Russia, unlikely to cut output in June  ",True
Barclays to exit Africa as profit falls:  ,True
Tunisian forces kill four militants in clashes: ministry ,True
Zimbabwe's Mujuru launches new political party to challenge Mugabe ,True
Oman bus crash kills 18 people: state news agency ,True
Israeli troops kill Palestinian after soldiers attacked in West Bank ,True
Zimbabwe court allows firm to return to diamond fields after government ban ,True
Brazil's Petrobras corruption investigation targets Lula  ,True
China party to punish former tycoon for microblog posts ,True
"Afghan women, girls face invasive virginity tests, says rights report ",True
Myanmar brings forward date for presidential nominations to March 10 ,True
Cambodians admit to raping French tourists in Thailand: foreign ministry ,True
U.N. Security Council to vote on new North Korea sanctions Tuesday: U.S.  ,True
China court jails 24 over $1.5-bln financial fraud - Xinhua ,True
"China's Xi says shares 'common destiny' with Vietnam, looks to repair ties ",True
South Korea's Park says door not shut on dialogue with North ,True
New Taiwan president's dilemma: to host or not to host the Dalai Lama?  ,True
"Missing Hong Kong bookseller to give up British passport, denies being kidnapped ",True
Top Vatican cardinal says pope backs him on stance over abuse issue  ,True
China navy launches first self-propelled floating dock ,True
Germany says credibility of Minsk peace deal for eastern Ukraine at stake ,True
Jamaican military on streets as election winner's margin narrows ,True
"Fog collectors net scarce water in Kenya, but face a cloudy future ",True
Lebanon struggles to help Syrian refugees with mental health problems ,True
"Bangladeshi women trafficked to war-torn Syria as sex slaves, maids ",True
Greek PM Tsipras says lenders could return for review in first 10 days of March ,True
Portugal nominates ex-refugee chief for U.N. secretary-general ,True
Egypt PM says government will present program to parliament in March ,True
"Trudeau, Canadian provinces set for tough climate change talks ",True
Suicide attacks west of Baghdad kill eight: sources ,True
Colombia's defense minister investigated over rebel visit ,True
"Support for Merkel rises, but doubts over refugee policy remain ",True
"Pakistan not to blame for Afghan troubles, official says on U.S. visit ",True
North Korea says U.S. student confessed to stealing item with propaganda slogan:  ,True
Ireland's No.2 party calls for reform of parliament before coalition talks ,True
The letters sent to China by major powers over concerns on new or planned laws.  ,True
Suicide bombing kills 27 at Shi'ite funeral in east Iraq. More here:  ,True
Britain's Cameron hits back at EU referendum foes with 'Project Fact' ,True
Syrian opposition says attacks by government forces are wrecking the truce deal:  ,True
Kuwaiti minister hints driver who killed policeman may be a militant ,True
Major powers team up to tell China of concerns over new laws ,True
In pictures: Violence breaks out as Calais migrant shanty is town dismantled:  ,True
Ex-Nigerian minister denies $3 million fraud charges over deadly recruitment stampede ,True
U.S. expects to give Iraq more support for Mosul fight: U.S. defense chief ,True
Ex-teacher faces Timbuktu monument destruction charges at ICC ,True
Mexico reports fresh theft of radioactive material ,True
UK regulators say won't apply EU bonus cap to all banks:  ,True
Police fire tear gas at supporters of Liberian anti-government activist ,True
Swiss may decide their own limits on migrants from EU without Brussels: foreign minister ,True
"Suicide bomber kills four in Yemen's Aden city: security source, residents ",True
Brazil justice minister to resign: presidency source ,True
U.S. warns citizens to be ready to leave Iraq if Mosul dam collapses ,True
Turkish military hits Islamic State positions inside Syria: broadcaster NTV ,True
John Kerry and Sartaj Aziz at the U.S. Pakistan Strategic Dialogue meeting. Watch:  ,True
Suicide bombing northeast of Baghdad kills 14 people: sources ,True
Bolivian president's woes deepen as ex-girlfriend is held ,True
Cameron's EU deal may disappoint wavering British voters - Sturgeon:  ,True
South African police says there is 'no case' against finance minister Gordhan ,True
"U.S. leads 24 strikes against Islamic State in Iraq, Syria ",True
Denmark PM names two new ministers after avoiding snap vote ,True
Syrian opposition says government wrecking truce deal ,True
At least 12 killed in eastern Congo by suspected Ugandan rebels ,True
"Irish rivals drag out stalemate, say both trying to form government ",True
Britain's EU deal - hollow or substantial? ,True
Varoufakis advises the UK Labour Party on EU matters:  ,True
Crises give Eritrea routes for closer global engagement ,True
Barclays Africa plays down impact of possible parent company exit: ,True
Macedonia police fire teargas on migrants at Greek border:  ,True
"As sea levels rise, economic damage piles up even faster - study -  ",True
France begins clearing part of Calais migrant camp ,True
Pakistan praises Oscar for film denouncing 'honor killings' ,True
Israeli military braces for battle over beards ,True
China cuts reserve requirement ratio for fifth time since February 2015:  ,True
Woman arrested in Moscow for murder after brandishing child's severed head ,True
Myanmar parliament to change presidential elections date: document ,True
Former Tepco execs indicted over Fukushima nuclear disaster:  ,True
"Syria ceasefire task force to meet, France wants answers on violations ",True
Orban says Hungary faces 'serious challenge' in euro decision ,True
"Iran reformists cheer election gains, hardliners play down shift ",True
NATO chief says concerned about Russian military build-up in Syria ,True
"Mahathir quits Malaysia's ruling UMNO party, protesting corruption ",True
Dutch find 10 Syrian war crime suspects among thousand of migrants ,True
Indonesia hopes village spending will counter radicalism ,True
Chinese court upholds life sentence for former Bo Xilai aide ,True
Conservatives call for truce in EU campaign,True
Rouhani allies win most Tehran seats in clerical body - final results on IRNA:  ,True
Hungary's Orban says no automatic extension of sanctions against Russia ,True
German foreign minister says common EU path is only way to tackle migrant crisis ,True
"Greece's 'erratic Marxist' Varoufakis advises Britain's Labour Party, Corbyn says ",True
Missing Hong Kong booksellers say arrested for 'illegal trading'  ,True
Pakistan hangs man who killed governor over call to reform blasphemy law:  ,True
"Syrian government forces regain strategic road from IS fighters: monitor, state TV ",True
Ten children stabbed outside school gate in southern China ,True
Philippines asks China to respect outcome of arbitration in territorial dispute ,True
"Russia's Lavrov, U.S. Kerry discuss Syria ceasefire plan ",True
Children sacrificed to bring luck in Uganda elections: charity ,True
Indonesia demolishes capital's largest red-light district  ,True
Brazil justice minister to quit as Lula probe tension grows: papers ,True
Syria's war liberates Kurdish women as it oppresses others ,True
China to prosecute two senior officials from Xinjiang over graft ,True
Japanese Emperor Akihito diagnosed with influenza  ,True
Indonesia government to back revisions to anti-graft law: senior minister  ,True
North Korea says detained U.S. student confesses to crimes against state ,True
Former Tepco execs indicted over Fukushima nuclear disaster: media ,True
"India, U.S. closer to pact to share military logistics: officials ",True
"Italy prepares new adoption law including gay couples, opposition firm ",True
Hungarian PM vows to resist EU's 'misguided' migrant policy ,True
Iran top leader Khamenei praises high turnout in elections: media ,True
Islamist group kills 17 in twin blasts in Somali town ,True
Irish instability looms as rival parties doubt coalition prospects ,True
Migrant spending splits German government ,True
"With victims in audience, Australian cardinal to testify on abuse ",True
"U.S., allies conduct 24 strikes against Islamic State: U.S. military ",True
"Up to 70,000 migrants may be trapped in Greece next month: migration minister ",True
Militiamen clash with guards at Yemen presidential palace: official ,True
"Pope urges united response to refugee 'drama', hopeful for Syria ",True
Turkey has foiled 18 suicide attacks so far this year: interior minister ,True
Egyptian lawmaker attacked with shoe for dining with Israeli ambassador ,True
Yemen says Aden airport to reopen in weeks after refurbishment ,True
"Bangladesh police raid suspected militant hideout, find explosives ",True
Britain's ruling Conservatives call for truce in EU campaign ,True
China Internet watchdog bans former tycoon's microblog ,True
Russia says registers nine truce violations in Syria in past 24 hours ,True
Militants launch largest attacks in months on Baghdad outskirts ,True
Turkey's Erdogan says does not respect court ruling on journalists ,True
'Radical' candidate in Hong Kong poll exposes underlying tensions ,True
PKK rocket attack kills Turkish police officer in southeast: sources ,True
EU's Tower of Babel may fall while leaders distracted ,True
Miners trapped after accident in Russia's Arctic pronounced dead ,True
Former Auschwitz SS medic to stand trial in Germany ,True
Egypt migrant departures stir new concern in Europe  ,True
Corruption scandals could foil Spanish PM Rajoy's bid to retain power ,True
"Afghan police suspected of aiding Taliban killed, detained by army ",True
China will set plan for raising retirement age next year: media ,True
Air strike targets suspected IS militants near Libya's Bani Walid: official ,True
UltraTech to buy Jaiprakash cement plants for $2.4 billion  ,True
Poland's ruling conservatives say files cast new shadow over Walesa  ,True
Record-breaking South Korea filibuster runs beyond 100 hours ,True
Tanzanian ministers face sack if fail to sign anti-graft pledge  ,True
"Iran's pragmatic Rouhani cheers election wins, says government stronger  ",True
Two former presidents of Mexico compare Trump to Hitler ,True
“They said they’ll hand me over to the Islamic State.” More ,True
Algeria jails man suspected of links to Paris attacks ringleader ,True
Swiss agree road map with Iran for boosting ties ,True
Thousands march in Moscow to honor slain Kremlin critic Nemtsov ,True
"Death toll in Somali Islamist attack at least 14, police says ",True
Arab coalition air strikes kill 40 northeast of Yemen capital: residents ,True
Hollande jeered at start of Paris farm show ,True
African Union to send 200 monitors to Burundi: SAfrican president ,True
Mugabe birthday bash riles critics in drought-hit Zimbabwe ,True
U.N. urges Pakistan to resolve Afghan refugees' status ,True
Islamic State attacks YPG-held town at Turkish border ,True
"London mayor Boris Johnson urges UK cabinet to back Brexit, defying PM Cameron ",True
ASEAN says seriously concerned about rising South China Sea tensions ,True
"Denmark environment minister to step down, bringing coalition crisis to a head ",True
Explosion rocks waste treatment plant at Antwerp port ,True
Iran signals lawyer yet to be appointed for detained Iranian-American  ,True
"U.S. officials, touring missile defense site, voice concern about North Korea  ",True
Suicide bomber kills at least 11 in eastern Afghanistan ,True
Longtime black San Francisco church faces eviction amid gentrification  ,True
Australia sends relief ship to Fiji in wake of Cyclone Winston ,True
"U.N. demands Syria parties halt fighting, peace talks set for March 7  ",True
Syria fighting largely halts as cessation begins  ,True
Rwanda's President Kagame defends measure extending his time in office ,True
Angola says proposes U.N. arms embargo on South Sudan ,True
Syria cessation of hostilities agreement comes into effect ,True
Irish PM's coalition set to fall well short of re-election: exit poll ,True
A new president for FIFA:  ,True
UPDATE: Syria cessation of hostilities agreement comes into effect.,True
"The week, in   ",True
"Wheelchair-bound girl Macedonian border for hours, hoping to cross:  ",True
China state TV airs confession by lawyer who helped Christian groups ,True
Argentine judge summons Fernandez for questioning in fraud probe ,True
Russia committed not to attack moderate Syrian groups: U.S. official ,True
Britain's campaign to leave EU takes 4 percent point lead: ORB poll ,True
U.S. advisors within miles of battle for key Syrian town: military ,True
U.S. mulls special ops mission to support Nigeria's Boko Haram fight ,True
Girl in wheelchair sits silently at shut Macedonian border for hours ,True
The sea is a graveyard. Reuters investigates the migration crisis:  ,True
Cameroon army kills 92 militants in joint operation with Nigeria: Cameroon government ,True
"Kosovo parliament elects new president, turns blind eye to tear gas, petrol bombs ",True
Israeli troops shoot dead Palestinian who tried to stab them-army ,True
Turkey turns off independent TV channel on 'terrorist' charge ,True
Al Qaeda in Syria calls for an escalation in fighting as deadline nears:  ,True
Pope Francis has written his first book.  ,True
"Tear gas in parliament kills Kosovo vote, again:  ",True
"Hezbollah signals no end to Saudi crisis, central bank reassures on currency ",True
FIFA elects Swiss football exec Gianni Infantino to lead it out of an era of scandal:  ,True
Libyan soldiers killed as army presses gains in Benghazi ,True
'Dear Jean-Claude': Cameron thanks Juncker for deal 'creativity' ,True
U.S. urges China's Xi to extend non-militarization pledge to all of South China Sea ,True
Gianni Infantino replaces Sepp Blatter as FIFA president. Here's the action on Twitter:  ,True
"Somali Islamists say set off car bomb, stormed hotel in capital ",True
Arrest of Brazil's 'maker of presidents' could unmake Rousseff ,True
"Iran overstepped a limit set by nuclear deal, IAEA report says ",True
Niger president Issoufou to face run-off election ,True
Some analysts see this election as a 'make-or-break' moment for Iran's future:  ,True
Gianni Infantino replaces Sepp Blatter as FIFA president.,True
Iran extends voting again due to high turnout: State TV ,True
"Kosovo lawmakers release tear gas, disrupt presidential vote ",True
U.S. becoming more careful in YPG ties: Turkey presidential spokesman ,True
Millions of Iranians vote in the high-stake elections set to shape the post-sanctions era:  ,True
Latvian man jailed for petition urging Latvia merger with Russia ,True
Turkish presidential spokesman rules out early election ,True
How the West misread Putin over Syria:  ,True
French judge allows partial demolition of Calais 'jungle':  ,True
"One round down and more to come. So, how does the FIFAelection work? Here's a guide:  ",True
Kurds say investigating suspected Islamic State chemical attack in Iraq ,True
Zuckerberg says learned from Germany about defending migrants ,True
Bosnia eyes closure of radical Islamic centers over links to Syria militants ,True
Bangladesh police arrest three more suspected of killing Hindu priest ,True
"UPDATE: FIFA : Infantino 88, Sheikh Salman 85, Prince Ali 27, Champagne 7 in first round of presidential votes. ",True
No candidate elected outright in first round of FIFA presidential vote.,True
France to move cautiously on Calais migrant 'jungle' camp clearance ,True
Greece seeks to stem migrant flow as thousands trapped by border limits:  ,True
Iran extends voting due to 'rush of voters': state TV ,True
Russian parliament rejects minute's silence for slain Kremlin critic Nemtsov ,True
Austria falls out with mighty neighbor Germany in refugee crisis ,True
The road to Aleppo: a fascinating look at how the West misread Putin over Syria. -  ,True
Putin to spy service: Defend Russian elections from foreign foes ,True
"Unknown gunmen shoot, wound Georgian opposition leader Petriashvili: ministry ",True
Swiss told to wait till after UK referendum for EU migration deal ,True
Malaysia's ruling party suspends deputy chief over criticism of PM ,True
Tokyo Sexwale pulls out before first round of FIFA presidential vote,True
Man sought by Israel dies at Palestinian mission in Bulgaria ,True
Powerful Iraq Shi'ite cleric says PM's position at stake unless he reforms ,True
Palestinian hunger striker held by Israel ends protest-family ,True
Scott Kelly reflects after 11 months in space. Watch -   ,True
Syria opposition agrees to two-week truce: statement ,True
Australian icebreaker rescued in Antarctica: media ,True
Putin says all relevant groups in Syria ready to comply with ceasefire ,True
The road to Aleppo: how the West misread Putin over Syria ,True
New chief of Indonesia's anti-graft agency vows to make a comeback ,True
China admiral talks warships with Cambodia as navy drill shores up ties ,True
Pakistani police free Afghan ex-governor kidnapped in Islamabad ,True
"Saudi Arabia lists four firms, three Lebanese men for links to Hezbollah: agency ",True
"In oil crisis, Azerbaijan leader is hostage to father's legacy ",True
U.N. envoy voices fears on North Korea-Russia extradition pact ,True
SpaceX postpones Falcon rocket launch for second  day:  ,True
Indian villages ban single women from owning 'distracting' mobile phones ,True
FIFA passes reforms with 89 percent members in favour of cleaning up world football's governing body,True
Greece snubs Austrian minister's request to visit Athens ,True
Two die in Nepal's second plane crash in two days ,True
Iran vote likely to shape post-sanctions era:  ,True
Hungary's referendum on migrant quotas 'in 150 days at earliest' ,True
Support for Merkel's conservatives edges up in benchmark survey ,True
Eritrea looks to build mining sector to kick-start economy ,True
Greece seeks to stem migrant flow from islands to mainland ,True
"Proposed North Korea sanctions dig deep, implementation falls to China ",True
"Fight night: Rubio, Cruz gang up on Trump in debate ploy:  ",True
Iranians vote in contest likely to shape post-sanctions era  ,True
Japan opposition parties to merge with eye on July election ,True
Syria war rages hours before deal to halt fighting ,True
"U.S. test-fires ICBM amid tensions with Russia, North Korea ",True
Syria peace talks may restart March 7 in Geneva: Russian official ,True
Prominent Turkish journalists freed after top court ruled their rights violated  ,True
Foreign submarine sighted in Sweden last year: Dagens Nyheter ,True
"Death toll reaches four in Russia mine accident, 26 still missing: agency ",True
Eleven killed in mass Papua New Guinea jail break: media ,True
Philippine army kills 42 Islamist militants in battles in south ,True
Jamaica's opposition wins general election as voters tire of austerity  ,True
Iran begins crucial elections for parliament and Assembly of Experts: TV ,True
Australian abuse victims journey to Rome for Vatican treasurer testimony ,True
Haiti interim president appoints prime minister to help organize election ,True
Canadian teacher re-arrested for sex abuse to return to Jakarta prison ,True
"Obama: No illusions about Syria ceasefire, will work to make it succeed  ",True
Being first in Mexico makes young Syrian refugee a campus celebrity ,True
China says Taiwan president-elect must respect constitution ,True
Bangkok shrine bombers first targeted pier for Chinese tourists  ,True
"Jamaican opposition winning photo-finish general election, provisional results show ",True
Irish vote may bring political uncertainty after economic recovery ,True
Protesters march over extradition of Salvadoran soldiers to Spain ,True
Sri Lanka could accept international actors in war crimes probe ,True
U.S. government concludes cyber attack caused Ukraine power outage ,True
U.N. agency wants speedier aircraft threat warnings: sources ,True
Obama says U.S. will prevail in fight against Islamic State ,True
British finance minister pushes G20 to warn against Brexit: FT ,True
Living with microcephaly:  ,True
Italian killing highlights assault on academic freedom in Egypt ,True
Paris Attacks survivors thank Bataclan security man who saved them:  ,True
Colombia's finance minister under investigation for Isagen sale ,True
'You saved my life': Paris attack survivors seek solace with Bataclan security man ,True
Modern slavery widespread among East Asia migrant domestic workers: researchers ,True
U.S. to submit 'significant' sanctions resolution on North Korea ,True
"Europe's free travel will end unless Turkey halts migrant flow, officials say ",True
Czech ministry allows extradition of Ivory Coast national to U.S. ,True
U.S. and China align over North Korea sanctions resolution: White House ,True
Palestinian activist's U.S. immigration fraud conviction vacated ,True
NASA astronaut Scott Kelly shares his view from the top of the world:  ,True
"Two miners found dead, 28 still trapped after accident at Russian mine ",True
Argentine investigator says Nisman death points to murder ,True
French teacher to stand trial over charges of making up Islamic State attack ,True
Italy seeks to keep allies in check as Libya wrangles over government ,True
Italian Senate approves diluted civil union bill ,True
Bomb explosion at police station kills 4 in northern Nigeria ,True
China cites concerns on U.S. missile defense system in South Korea ,True
"Twin suicide bombing kills 12 at Shi'ite mosque in Baghdad: police, medics ",True
"Thousands of West Africans gain identity documents, 1 million still stateless: U.N. ",True
Moderates test hardliners' grip on power in Iran vote:  ,True
Conciliator Rouhani seeks gains for moderates in Iran polls ,True
"Banned, fined or suspended? Check the list - FIFA's Rogues' Gallery:  ",True
Turkish court rules rights violated in arrest of prominent journalists: acting editor ,True
U.S. to present draft U.N. sanctions resolution on North Korea:  ,True
